trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;;
20202;VISA;Credito;Basico Internacional;22454379;13130233;174810015;16682008059;640858;73590645;;
20182;VISA;Debito;Platinum;1712632;1137374;37647824;3005602560;1518;267916;;
20231;VISA;Credito;Premium;5630025;4099226;213418082;42440926246;3464638;2129257063;;
20212;VISA;Credito;Empresarial;1698668;1004689;25217460;6818705060;284443;246894400;;
20231;Elo;Credito;Intermediario;5337339;1595582;39198630;4518176828;14454;3051822;;
20181;VISA;Pre-Pago;Corporativo;147693;143896;448340;104149248;253171;120576136;;
20212;VISA;Credito;Intermediario;19168213;12504120;258506022;31191494104;670012;135401971;;
20221;Elo;Credito;Basico Internacional;4674999;2784213;45325172;7592974343;47510;23958123;;
20193;MasterCard;Pre-Pago;Empresarial;1;1;1;1;0;0;;
20223;MasterCard;Credito;Platinum;16999394;13571278;467962755;60733094925;3790665;1022204050;;
20191;MasterCard;Pre-Pago;Platinum;244705;36279;182755;9283290;148216;28169085;;
20184;VISA;Pre-Pago;Corporativo;220750;92461;2285356;202903100;1765896;243087853;;
20232;Elo;Debito;Basico Internacional;98280;81281;889020;46126578;0;0;;
20202;Elo;Credito;Empresarial;439782;192014;3594025;809977441;2685;1774972;;
20193;Elo;Credito;Intermediario;3750;1835;28432;4434315;10;4649;;
20181;MasterCard;Credito;Empresarial;1147202;871942;10465290;2365435770;286369;146179363;;
20204;Elo;Debito;Outros;166500888;64526987;740798423;58681486360;0;0;;
20232;VISA;Credito;Basico Nacional;25200162;11149831;230138361;22247511827;274556;46019617;;
20213;MasterCard;Pre-Pago;Intermediario;25120082;14507374;438327831;16297156407;0;0;;
20212;Elo;Credito;Empresarial;489669;258321;5021614;1232325125;5450;2467065;;
20182;MasterCard;Debito;Platinum;824706;489362;11526410;894217897;5698;1763746;;
20191;VISA;Credito;Corporativo;539164;290955;4372389;1144375827;291730;177193843;;
20232;Elo;Debito;Empresarial;1113512;391947;8893914;1205386741;0;0;;
20182;Hipercard;Credito;Basico Nacional;4751727;3413821;57428856;7464219346;0;0;;
20182;MasterCard;Pre-Pago;Outros;992;721;1009;179808;0;0;;
20201;Elo;Pre-Pago;Outros;4899855;2423186;16466517;660715754;170;11251;;
20211;VISA;Credito;Basico Nacional;24299739;10553640;164405161;14470544825;147701;19136470;;
20193;VISA;Credito;Premium;984473;719522;57275979;9560911456;2045675;941845496;;
20224;American Express;Credito;Outros;218;201;12811;13916128;901;3655587;;
20182;MasterCard;Credito;Outros;11610596;4724552;56516030;5104548756;86188;10363796;;
20233;MasterCard;Debito;Basico Nacional;447472;321716;10452221;795712085;24;10022;;
20223;VISA;Pre-Pago;Empresarial;4427;2208;39761;4982623;0;0;;
20191;Hipercard;Credito;Basico Nacional;4280133;3130375;54473061;7456734890;0;0;;
20181;Elo;Debito;Empresarial;343329;150302;3070644;376543085;0;0;;
20231;MasterCard;Credito;Corporativo;176873;111215;4252230;2171175795;239077;256645002;;
20183;VISA;Credito;Platinum;4602482;3405927;168321930;20931797003;3268837;996039610;;
20193;VISA;Debito;Basico Nacional;7831261;3653608;90022170;5489290513;659;58102;;
20194;MasterCard;Credito;Intermediario;28010224;19777766;517911083;46699322718;3701535;697272594;;
20223;American Express;Credito;Corporativo;77420;58953;1372556;1211734330;104803;148765502;;
20183;MasterCard;Credito;Outros;13104754;4897980;60328083;5507943766;95437;11494651;;
20224;VISA;Debito;Empresarial;1312146;534592;19714741;2618721121;2561;656623;;
20181;Outras;Credito;Outros;1204079;316145;2342077;301814735;18;1686;;
20201;Outras;Credito;Outros;851599;205616;138567;27599519;2;2075;;
20182;Outras;Credito;Outros;1212737;362711;2311697;288080765;43;11211;;
20182;VISA;Credito;Empresarial;848103;571619;12868913;3027626164;356221;228616563;;
20204;VISA;Debito;Empresarial;1563115;619288;20872758;2926086735;1419;528986;;
20232;American Express;Credito;Corporativo;67588;49420;1279487;1057030245;98484;143022128;;
20231;Elo;Pre-Pago;Intermediario;185668;1111;110891;4238145;0;0;;
20224;American Express;Credito;Empresarial;23135;17249;565959;381372345;27311;43640873;;
20184;Outras;Credito;Outros;1080763;299791;1020987;139834827;69;25788;;
20183;VISA;Credito;Basico Internacional;17338348;11570068;210444720;18557575170;1647984;272017642;;
20213;MasterCard;Pre-Pago;Premium;8012;4315;48218;2878896;0;0;;
20223;MasterCard;Credito;Premium;3774073;3148482;213194750;42761201582;4958524;2733147355;;
20222;MasterCard;Pre-Pago;Platinum;5199158;2908389;72633366;3560856483;74412;13935892;;
20222;Hipercard;Credito;Basico Nacional;5030862;4681564;73690868;11812194703;43760;7858213;;
20203;Elo;Credito;Basico Nacional;4806325;2807885;61170082;5748101149;17948;4790801;;
20222;MasterCard;Pre-Pago;Intermediario;36473527;21993704;781314885;29305272421;0;0;;
20193;VISA;Debito;Basico Internacional;100383499;28867207;568243372;36695358068;62970;8776861;;
20191;Bandeira propria;Pre-Pago;Outros;1;0;13654383;1544628270;0;0;;
20183;MasterCard;Credito;Empresarial;1284580;954493;12208790;2829946575;297815;172859045;;
20192;Elo;Credito;Empresarial;392748;166298;3536609;709219850;83;30411;;
20184;Elo;Credito;Outros;3152847;1772754;24673181;2293249100;20350;4374130;;
20214;Elo;Credito;Empresarial;507197;268219;5866848;1548717139;5719;3237661;;
20223;VISA;Credito;Platinum;10002375;7530805;308284311;47292452612;2687484;1038052507;;
20213;VISA;Credito;Premium;2379627;1819085;107644260;21816427505;985027;629520506;;
20222;VISA;Credito;Outros;10201226;3214003;38788645;4152401226;115659;63068786;;
20234;VISA;Credito;Basico Internacional;46100879;17838324;274574343;30737860093;712701;138117025;;
20213;Elo;Debito;Basico Internacional;55310;46396;235426;14015034;0;0;;
20184;VISA;Credito;Outros;4166176;399337;7293522;930208784;26469;7002969;;
20221;MasterCard;Credito;Basico Nacional;23445505;5354894;63282023;6145916207;13843;1521521;;
20222;VISA;Credito;Empresarial;2224504;1402477;35075128;10676310673;407073;364227820;;
20224;Hipercard;Credito;Basico Nacional;4597549;4309559;74493560;12223353997;52811;9452123;;
20222;VISA;Pre-Pago;Basico Nacional;7973313;971042;20002553;2368897155;152;80071;;
20231;MasterCard;Pre-Pago;Intermediario;46261543;26604871;1010684818;36469312550;1;0;;
20193;MasterCard;Credito;Intermediario;25217841;17422492;448544749;39382108449;3767744;720912553;;
20223;MasterCard;Pre-Pago;Basico Internacional;145051;65095;436184;29751193;1164;101394;;
20184;MasterCard;Debito;Corporativo;4681;107;12217;13303539;0;0;;
20214;Elo;Credito;Platinum;90980;60146;1724051;278631906;2002;497723;;
20213;Elo;Credito;Premium;41389;12855;1460795;281838595;1772;1087342;;
20233;MasterCard;Debito;Platinum;989334;608806;15941109;1155897940;4807;2468970;;
20232;Elo;Credito;Empresarial;555168;331634;7710980;2463715520;11634;7700638;;
20234;Hipercard;Credito;Empresarial;11;3;1;0;1;0;;
20211;VISA;Pre-Pago;Basico Internacional;8968073;1659646;31394618;1565341480;212365;34941200;;
20214;Outras;Credito;Outros;165880;99808;75795;18412814;4;219;;
20194;VISA;Pre-Pago;Outros;4969095;2781556;15278305;961900863;172753;34693848;;
20232;MasterCard;Debito;Intermediario;80907363;55572742;974989130;49151540458;36588;7442358;;
20234;Elo;Pre-Pago;Outros;60965043;5027484;13996134;651764029;37;2593;;
20182;American Express;Credito;Platinum;509670;410221;3178361;547978842;133477;67908239;;
20214;Elo;Credito;Basico Nacional;4310516;2498068;71661277;7649414858;29341;12075370;;
20192;Elo;Credito;Platinum;958;258;2165;669959;2;132;;
20181;Outras;Credito;Basico Nacional;270381;37722;32257;26477372;0;0;;
20194;VISA;Debito;Platinum;1778072;1133751;44094544;3679663082;1059;178459;;
20232;MasterCard;Debito;Corporativo;218;90;87851;8645589;7;4952;;
20213;Elo;Pre-Pago;Outros;13304763;3693129;26294511;1196775679;71;8687;;
20202;VISA;Debito;Intermediario;2929333;2064998;32694759;2781901009;194;38127;;
20204;Elo;Credito;Empresarial;484903;231932;4838185;1181316244;13629;3124589;;
20203;Elo;Debito;Basico Nacional;206169023;120256084;1052717581;91186778534;0;0;;
20222;VISA;Pre-Pago;Corporativo;918322;92500;3814684;410150648;237415;76534443;;
20204;MasterCard;Credito;Premium;2123665;1691910;114109218;23706773150;1250072;634670955;;
20212;Elo;Credito;Intermediario;3806561;2074190;28509679;3008334076;10303;1525903;;
20182;Outras;Credito;Basico Nacional;270853;30382;17182;17609138;0;0;;
20231;MasterCard;Pre-Pago;Empresarial;2548321;929384;27807808;1849946287;7490;1371321;;
20202;VISA;Credito;Basico Nacional;22344647;10373478;127785246;10993790945;152383;14925629;;
20182;Bandeira propria;Pre-Pago;Outros;264662;63307;46047;1423023;43758;1385650;;
20224;VISA;Pre-Pago;Platinum;162941;119056;0;0;39791;13806754;;
20181;Hipercard;Credito;Basico Nacional;4902040;3468711;54216750;7041349347;0;0;;
20184;MasterCard;Credito;Outros;15124834;5625147;71974275;6751161697;123264;14850886;;
20203;MasterCard;Debito;Basico Nacional;799586;461246;9927481;774832186;4;5565;;
20232;American Express;Credito;Intermediario;359376;276781;8204234;1421788133;69103;37918602;;
20184;MasterCard;Debito;Basico Nacional;982850;531604;13789713;918136785;52;19782;;
20203;American Express;Credito;Premium;423759;292440;7807916;2034272459;143118;101461559;;
20192;American Express;Credito;Empresarial;21947;15278;527817;223688601;27046;28446814;;
20211;VISA;Debito;Platinum;1790585;1061812;32039326;3137991672;195;49756;;
20231;MasterCard;Credito;Basico Nacional;23770058;5205612;63634917;6739899224;72033;2324832;;
20232;MasterCard;Pre-Pago;Basico Nacional;2272285;218323;1722139;85538456;15217;1486492;;
20211;MasterCard;Credito;Outros;17044962;5635014;65723456;6602683681;102715;12077750;;
20222;Bandeira propria;Pre-Pago;Outros;633153;633152;603898157;1399235376;0;0;;
20201;MasterCard;Credito;Intermediario;49253636;39723187;741970620;67312086023;3269297;484962225;;
20222;American Express;Credito;Corporativo;77004;58863;1275688;1141708393;105898;149512239;;
20191;MasterCard;Credito;Premium;1682644;1383394;89687316;16464070243;4140786;1944984247;;
20223;Hipercard;Credito;Intermediario;407;20;16424;1677315;2;0;;
20183;MasterCard;Debito;Corporativo;4736;87;123093;6655482;0;0;;
20184;VISA;Pre-Pago;Basico Internacional;3058426;517168;1341348;73867231;2674940;318170972;;
20221;Elo;Credito;Outros;5502565;2687816;39425580;4985957693;44503;25372477;;
20203;VISA;Debito;Empresarial;1564874;601899;17278620;2317281392;769;187852;;
20181;Bandeira propria;Debito;Outros;1410956;417517;3673137;230139675;0;0;;
20224;VISA;Pre-Pago;Basico Internacional;15762120;4411393;87918391;4342403563;1197988;221918720;;
20213;VISA;Pre-Pago;Outros;23231825;9187181;110896391;5313193549;219945;30947868;;
20204;VISA;Debito;Outros;382;273;4584;250754;0;0;;
20183;Elo;Credito;Basico Nacional;4628804;2286456;43418491;3482256400;46481;11585360;;
20221;Hipercard;Credito;Intermediario;4973;1713;19855;1909586;1;0;;
20212;Elo;Credito;Premium;35706;32292;1192657;230789941;1217;586177;;
20233;Bandeira propria;Debito;Outros;19146;12556;89406;6434857;0;0;;
20203;MasterCard;Credito;Intermediario;50032611;39846436;714470431;72629179660;2361558;289930443;;
20212;Outras;Credito;Intermediario;21369;11453;77404;10935104;0;0;;
20213;VISA;Pre-Pago;Basico Internacional;11051335;2848439;59734433;2792045150;252855;47001808;;
20232;VISA;Debito;Premium;769712;424322;13696449;1303434441;657;121077;;
20233;VISA;Debito;Intermediario;11842368;5953772;168812183;9368751489;2072;311261;;
20223;American Express;Credito;Outros;185;164;10650;8362594;811;2404809;;
20222;MasterCard;Pre-Pago;Outros;12296848;1524812;28262870;1669744845;106144;18453720;;
20233;Elo;Credito;Basico Nacional;3828873;2367964;69084670;7852445274;52240;20280134;;
20233;Elo;Credito;Corporativo;22346;9267;96921;109810778;515;572584;;
20203;Elo;Debito;Basico Internacional;1183;310;4042;254974;0;0;;
20221;MasterCard;Pre-Pago;Platinum;4596603;2534201;61820151;3040184638;0;0;;
20232;VISA;Pre-Pago;Outros;36487948;12013722;131733059;6192024177;152018;24861152;;
20231;American Express;Credito;Outros;274;247;12932;14985733;1336;5500262;;
20204;VISA;Credito;Premium;1496309;1126696;74400160;14582867135;565781;329504783;;
20231;MasterCard;Credito;Platinum;18252960;13857741;461720052;60488078090;3485008;937551656;;
20234;MasterCard;Pre-Pago;Outros;17156156;1135697;11468601;589346375;64230;10196304;;
20183;MasterCard;Debito;Premium;207559;116633;1941271;187986735;3788;1645548;;
20193;VISA;Pre-Pago;Outros;5093589;3195906;4341394;366898474;103926;28340374;;
20184;MasterCard;Pre-Pago;Platinum;153500;4664;4018;193509;138512;27687856;;
20201;Outras;Debito;Outros;3506872;1876953;42289893;3486382628;0;0;;
20201;Bandeira propria;Credito;Outros;11540464;7380655;13475945;1815966985;4;137;;
20234;Elo;Credito;Platinum;185787;120480;3470666;537781943;5369;1296761;;
20183;VISA;Debito;Intermediario;1250042;832003;25389211;1858083509;574;79330;;
20223;Elo;Credito;Empresarial;511567;301681;6549615;1841700120;7906;4568701;;
20194;VISA;Credito;Empresarial;1499577;779276;20912216;4799880483;439443;311306583;;
20223;MasterCard;Debito;Premium;534324;305392;6055349;473526885;1141;673363;;
20201;MasterCard;Credito;Basico Nacional;23813929;6709407;69802261;5902927470;39679;2813973;;
20232;Outras;Credito;Outros;97834;81501;38129;14120840;5;1247;;
20224;Elo;Debito;Outros;157506908;26745167;514497917;30666486552;975;234750;;
20203;MasterCard;Credito;Outros;15813410;5375630;57889037;5966606213;104455;11027648;;
20223;VISA;Debito;Intermediario;8434932;4984461;108815155;7131427401;1255;243397;;
20224;VISA;Debito;Premium;708720;385910;12567097;1307475850;334;90816;;
20201;VISA;Credito;Corporativo;593016;321426;4333004;1171931211;301635;215956752;;
20232;Elo;Debito;Basico Nacional;204562242;42501827;929463242;54039769643;0;0;;
20221;MasterCard;Credito;Corporativo;151843;87780;3005901;1299188670;120295;156357184;;
20192;VISA;Debito;Outros;19;4;6;465;0;0;;
20222;MasterCard;Debito;Outros;801738;257516;3737075;176837382;931;336716;;
20213;VISA;Credito;Intermediario;23431074;15560374;318803210;37182796950;796939;173515064;;
20223;Outras;Debito;Outros;3377529;1789924;42909993;4062579835;0;0;;
20224;MasterCard;Debito;Corporativo;278;151;108071;10655953;5;3493;;
20201;MasterCard;Pre-Pago;Empresarial;7;3;11;432;0;0;;
20213;MasterCard;Credito;Corporativo;143177;79469;2622925;926520564;70836;105918763;;
20234;MasterCard;Pre-Pago;Premium;307974;137493;4503548;298509968;0;0;;
20221;MasterCard;Pre-Pago;Intermediario;33199628;19592509;639725602;23716621360;0;0;;
20202;Elo;Credito;Platinum;45831;39918;842512;134616385;881;143444;;
20191;VISA;Credito;Intermediario;7111789;5200438;158752580;19107305490;2175024;585158435;;
20231;MasterCard;Debito;Empresarial;2014980;678542;13774008;937321729;37;32060;;
20232;VISA;Pre-Pago;Basico Internacional;17674112;4492002;95537421;4435492716;1337884;242825198;;
20182;Elo;Debito;Outros;53328019;21017457;243638788;13947541445;0;0;;
20233;VISA;Credito;Intermediario;30618929;19664942;424783334;49434220642;1395528;295670038;;
20222;MasterCard;Pre-Pago;Premium;97931;59739;1429055;94730001;0;0;;
20221;Elo;Credito;Intermediario;2174270;519600;17702394;1966945254;6353;623596;;
20232;MasterCard;Debito;Basico Internacional;42953665;15331024;439806327;28919045191;52613;14004390;;
20211;Elo;Debito;Basico Internacional;4474;1104;4397;304133;0;0;;
20213;VISA;Debito;Premium;615164;319925;9344017;1008930504;231;45454;;
20181;Outras;Debito;Outros;3276077;1537969;35560782;2998610847;0;0;;
20184;Elo;Credito;Empresarial;390018;160236;3193368;649423971;4;1262;;
20233;MasterCard;Pre-Pago;Empresarial;3224242;815136;34180672;2046600993;9280;1608994;;
20234;VISA;Pre-Pago;Empresarial;81029;24497;152070;15296284;0;0;;
20183;MasterCard;Credito;Platinum;5131571;4001772;162534557;21246308903;3248561;923523736;;
20191;MasterCard;Credito;Empresarial;1517677;1141366;14301280;3293463697;323084;180776981;;
20222;Elo;Debito;Basico Nacional;43249956;17096199;431068245;27450585150;0;0;;
20212;VISA;Credito;Basico Internacional;26438673;14175403;227449950;22966357008;583477;92942925;;
20183;VISA;Credito;Premium;766692;561973;43218426;7184286292;1525854;720312920;;
20233;MasterCard;Credito;Intermediario;122414566;67616168;1393233616;130726553614;6294155;801212511;;
20184;VISA;Pre-Pago;Basico Nacional;1531824;176073;934424;668220118;45;904;;
20222;MasterCard;Credito;Premium;3538776;2959849;186993795;37735099980;4033356;2235484093;;
20223;MasterCard;Debito;Basico Nacional;476896;352640;10773529;836124907;21;14145;;
20193;VISA;Credito;Intermediario;7285044;5159802;177057575;20575035472;2254206;589689804;;
20234;VISA;Pre-Pago;Outros;41263403;13088613;137145629;6953408018;170193;29342990;;
20212;MasterCard;Credito;Basico Nacional;22939505;6109263;65738514;6111345562;38872;2505853;;
20184;American Express;Credito;Corporativo;23321;17110;2772088;1549556618;278028;243515103;;
20222;VISA;Pre-Pago;Outros;27000619;10451120;121715484;6221640393;136948;22993717;;
20231;VISA;Pre-Pago;Basico Nacional;13797268;3466010;54762669;3325812015;1569;1078100;;
20192;MasterCard;Credito;Platinum;5780048;4542494;192777678;23645589322;3442909;934781571;;
20202;MasterCard;Credito;Intermediario;48623843;38739845;594762352;59133578421;2240478;241274360;;
20212;VISA;Credito;Corporativo;579321;255850;3064813;1103137332;80500;121413042;;
20204;VISA;Pre-Pago;Corporativo;741747;135038;2513152;223770219;266433;55407962;;
20182;VISA;Credito;Premium;729671;544334;41337203;6792082534;1398742;654799647;;
20234;Elo;Credito;Corporativo;21534;8793;96665;109106542;601;738157;;
20204;Outras;Credito;Outros;249650;185078;176871;36262621;1;753;;
20211;VISA;Credito;Corporativo;569255;250963;2873682;894725885;69192;109839069;;
20214;Elo;Debito;Outros;29139;7335;174767;17916665;378;81906;;
20224;Elo;Credito;Intermediario;2276490;588766;22371881;2692242217;3644;567023;;
20182;MasterCard;Credito;Corporativo;109924;73588;2235189;811596845;202198;125884331;;
20183;MasterCard;Debito;Basico Internacional;109269094;39917206;921521626;53729255406;147729;32185561;;
20233;MasterCard;Pre-Pago;Outros;17487504;1278174;11867495;602020177;62942;10805492;;
20202;MasterCard;Credito;Basico Internacional;17062620;9116237;111023481;10850334298;483288;83836375;;
20193;MasterCard;Credito;Basico Internacional;23520669;14957663;295541989;27257051104;1880799;315180870;;
20201;Elo;Debito;Empresarial;682169;299090;6161181;746715103;0;0;;
20204;MasterCard;Pre-Pago;Basico Internacional;160237;6298;57256;5834307;7237;1244050;;
20232;Elo;Credito;Premium;207470;140660;7032403;1388621335;20448;10068720;;
20203;Bandeira propria;Credito;Outros;11778976;5874453;9919989;1895917324;4;377;;
20232;VISA;Pre-Pago;Basico Nacional;13292299;3627880;60323344;3187897863;545;87090;;
20194;MasterCard;Debito;Intermediario;5874825;1513164;28944572;1465258641;837;227495;;
20183;Outras;Credito;Intermediario;25171;964;11482;2077247;253;77530;;
20202;Elo;Credito;Basico Internacional;5456661;2701076;33866889;3938783452;6595;2247418;;
20232;Bandeira propria;Pre-Pago;Outros;721858;721857;849792878;1359318357;0;0;;
20194;MasterCard;Credito;Basico Nacional;39544823;13240917;210671093;22034993175;62644;7033712;;
20191;American Express;Credito;Empresarial;22596;16475;523207;226263934;25701;25090216;;
20214;VISA;Debito;Premium;639171;319451;10906614;1197767264;394;94157;;
20192;Elo;Credito;Intermediario;904;244;1688;270773;4;672;;
20192;MasterCard;Pre-Pago;Intermediario;1550667;594365;6613190;277537877;0;0;;
20181;MasterCard;Pre-Pago;Outros;1023;717;1445;290117;0;0;;
20214;Bandeira propria;Credito;Outros;17365456;5117709;13160414;2196960793;0;0;;
20214;MasterCard;Debito;Basico Internacional;43497387;17836210;634586983;41895732018;48126;13580061;;
20214;VISA;Debito;Platinum;1880311;983392;41714744;4054121071;536;113026;;
20184;MasterCard;Pre-Pago;Basico Nacional;95383;26752;316596;19187488;0;0;;
20192;MasterCard;Debito;Empresarial;368478;83870;2150424;187837122;260;140757;;
20204;MasterCard;Pre-Pago;Basico Nacional;69962;26866;107582;60685241;0;0;;
20232;Elo;Credito;Corporativo;22925;9621;94104;105979859;670;458863;;
20224;VISA;Credito;Empresarial;2559216;1681020;46845645;12457878610;447645;392005239;;
20232;MasterCard;Credito;Intermediario;106918794;62876678;1341274659;127305099440;5700896;748094906;;
20212;VISA;Pre-Pago;Corporativo;834398;102654;2875350;284890310;96504;28824834;;
20202;Outras;Credito;Intermediario;13292;5955;43870;6888501;192;35189;;
20212;American Express;Credito;Premium;427620;309898;8851193;2390098348;154478;134951726;;
20191;MasterCard;Debito;Basico Internacional;111688787;42415456;1045447980;61660473990;180649;43884231;;
20231;VISA;Credito;Corporativo;585757;340098;5291200;2138797091;254309;266332675;;
20181;MasterCard;Debito;Empresarial;243644;73520;1353934;175177471;371;147346;;
20231;MasterCard;Debito;Intermediario;80241883;53315371;932199465;48356727112;35264;7890905;;
20224;VISA;Pre-Pago;Corporativo;1045698;105893;3798868;424663799;333159;103635791;;
20232;Hipercard;Credito;Intermediario;402;17;96;11613;1;0;;
20231;Elo;Credito;Outros;2783664;1118481;14140136;2878912020;45539;31039860;;
20231;VISA;Credito;Basico Internacional;37601834;17574545;268324151;29986492724;722443;147931137;;
20201;MasterCard;Debito;Basico Nacional;906973;481868;11130294;767329325;57;24653;;
20193;VISA;Credito;Empresarial;1184949;732840;19744931;4398673444;458275;300994528;;
20184;American Express;Credito;Intermediario;1094851;849371;4485769;560084650;63493;17948910;;
20193;Outras;Credito;Intermediario;33887;5606;75084;10618703;239;76636;;
20202;Elo;Pre-Pago;Outros;6036249;2786043;15097112;676909125;54;5916;;
20183;Elo;Debito;Empresarial;444409;188239;4123757;507444637;0;0;;
20211;Elo;Credito;Platinum;55233;45840;1149082;178756607;1311;237923;;
20214;Hipercard;Credito;Intermediario;5121;1804;22191;2188635;1;0;;
20234;Elo;Debito;Basico Internacional;693487;576093;2487473;148953663;12;7554;;
20224;MasterCard;Credito;Intermediario;89454002;49965709;1010414669;87435047009;4703978;626775817;;
20192;MasterCard;Debito;Basico Nacional;963426;514294;12150961;771993212;48;10579;;
20221;VISA;Credito;Corporativo;518586;290494;3966144;1566863621;142959;188110958;;
20212;Elo;Debito;Basico Internacional;47355;14644;53975;3678519;0;0;;
20184;VISA;Credito;Premium;829755;637726;49498400;8403245002;1543791;735442893;;
20202;MasterCard;Debito;Platinum;851704;411443;5275197;514766769;330;936630;;
20223;VISA;Pre-Pago;Corporativo;963284;102153;3975189;436510875;285175;91845473;;
20233;VISA;Credito;Basico Internacional;44916258;18287241;273347444;30145404254;791259;149733722;;
20194;VISA;Debito;Basico Internacional;102657763;28575179;609599002;41160815104;54433;8281692;;
20224;MasterCard;Pre-Pago;Corporativo;2712176;1295545;14916504;598101971;86164;3721026;;
20212;VISA;Credito;Basico Nacional;23772765;10824479;174487111;15422381551;143561;19346557;;
20211;Bandeira propria;Debito;Outros;1042940;388891;4197391;321781871;0;0;;
20221;Outras;Credito;Outros;223571;176005;63065;18605657;1;52;;
20221;VISA;Pre-Pago;Empresarial;3967;2139;39795;5130218;0;0;;
20211;VISA;Pre-Pago;Empresarial;2783;1689;32658;3770219;0;0;;
20214;American Express;Credito;Premium;462323;352629;11856428;3520048325;237910;260999289;;
20232;VISA;Debito;Intermediario;11760649;6130344;165764109;9270150272;1593;285321;;
20192;MasterCard;Debito;Platinum;830377;469776;11186860;885568732;17757;5206464;;
20191;MasterCard;Credito;Outros;15612294;5710714;67440961;6041623219;129971;15622330;;
20191;Outras;Credito;Intermediario;40696;6414;62043;8569321;458;145127;;
20213;MasterCard;Credito;Basico Nacional;23060881;5682400;66438943;6359633700;22759;1786205;;
20232;Elo;Pre-Pago;Premium;4453;0;1045;67780;0;0;;
20182;VISA;Debito;Basico Nacional;4921765;2682374;56535603;3642728685;144;20651;;
20193;Elo;Pre-Pago;Outros;3368152;1929857;15137442;573480268;82;4587;;
20232;MasterCard;Debito;Platinum;984115;618121;16234860;1183348646;4854;2449859;;
20202;VISA;Credito;Platinum;5979806;4399758;139911866;19940823715;1068925;229551893;;
20224;MasterCard;Credito;Corporativo;173153;107493;4272351;2132335622;275201;279871922;;
20224;MasterCard;Debito;Outros;958396;277238;4487459;220738595;1093;386932;;
20211;Bandeira propria;Pre-Pago;Outros;534055;419331;639342163;1359928181;0;0;;
20183;MasterCard;Credito;Intermediario;14523520;10090730;239715464;25133602276;2456086;575040703;;
20232;VISA;Credito;Basico Internacional;42028441;18142633;281813388;31007464902;761795;151515234;;
20212;Elo;Credito;Outros;463080;342948;5264981;1055053561;6005;4511625;;
20221;VISA;Pre-Pago;Basico Nacional;7131717;1632360;16371530;1911468010;61;60791;;
20194;Elo;Credito;Outros;5278639;2721842;44473115;4370616519;54680;20304738;;
20232;American Express;Credito;Empresarial;27197;19292;599789;403768608;28925;43431793;;
20183;VISA;Debito;Outros;84649;84649;1049125;82998540;0;0;;
20194;VISA;Debito;Basico Nacional;8407346;4065980;108978926;6929176693;990;133047;;
